Fecha,Ultima actualizacion,Topic,Fuente,Resumen noticia,Link,Analisis sentimental
"lunes, 19 de diciembre de 2022",Hace 4 horas,News Showcase --- RECURSO DEL PP,Cadena SER,El TC no avanza sobre el recurso contra la reforma judicial,https://news.google.com/articles/CBMihgJodHRwczovL2NhZGVuYXNlci5jb20vbmFjaW9uYWwvMjAyMi8xMi8xOS9lbC1jb25zdGl0dWNpb25hbC12dWVsdmUtYS1yZXVuaXJzZS1lc3RlLWx1bmVzLXBhcmEtZGVjaWRpci1zaS1mcmVuYS1sYS1yZWZvcm1hLXF1ZS1idXNjYS1yZW5vdmFybG8tY2FkZW5hLXNlci8_dXRtX3NvdXJjZT1uZXdzc2hvd2Nhc2UmdXRtX21lZGl1bT1nbmV3cyZ1dG1fY2FtcGFpZ249Q0RBcUVBZ0FLZ2NJQ2pDUW5mNEtNTW1paWdNdzRJMk1BUSZ1dG1fY29udGVudD1ydW5kb3du0gEA?hl=es&gl=ES&ceid=ES%3Aes,0
"lunes, 19 de diciembre de 2022",Hace 4 horas,News Showcase --- LA MAYORÍA VOTA 'SÍ',Cadena SER,Elon Musk pregunta a los usuarios de Twitter si debe dimitir,https://news.google.com/articles/CBMi2wFodHRwczovL2NhZGVuYXNlci5jb20vbmFjaW9uYWwvMjAyMi8xMi8xOS9sb3MtdXN1YXJpb3MtZGUtdHdpdHRlci1xdWllcmVuLWxhLWRpbWlzaW9uLWRlLWVsb24tbXVzay1jYWRlbmEtc2VyLz91dG1fc291cmNlPW5ld3NzaG93Y2FzZSZ1dG1fbWVkaXVtPWduZXdzJnV0bV9jYW1wYWlnbj1DREFxRUFnQUtnY0lDakNRbmY0S01NbWlpZ013NEkyTUFRJnV0bV9jb250ZW50PXJ1bmRvd27SAQA?hl=es&gl=ES&ceid=ES%3Aes,0
"lunes, 19 de diciembre de 2022",Hace 7 horas,News Showcase ---  informe técnico del TC,El Debate,No admitir el recurso «un perjuicio de muy difícil reparación»,https://news.google.com/articles/CBMi9gFodHRwczovL3d3dy5lbGRlYmF0ZS5jb20vZXNwYW5hLzIwMjIxMjE5L2luZm9ybWUtdGVjbmljby10Yy1zZW5hbGEtbm8tYWRtaXRpci1yZWN1cnNvLXBwLWNhdXNhcmlhLXBlcmp1aWNpby1kaWZpY2lsLXJlcGFyYWNpb25fODA2MTkuaHRtbD91dG1fc291cmNlPW5ld3NzaG93Y2FzZSZ1dG1fbWVkaXVtPWduZXdzJnV0bV9jYW1wYWlnbj1DREFxRUFnQUtnY0lDakMta3FzTE1MdWR3d013NjRTTUFRJnV0bV9jb250ZW50PXJ1bmRvd27SAQA?hl=es&gl=ES&ceid=ES%3Aes,0
"lunes, 19 de diciembre de 2022",Hace 7 horas,News Showcase --- Investigación juez Pedraz,El Debate,Archivadas las donaciones a favor de la 'caja B'  del PP,https://news.google.com/articles/CBMi6QFodHRwczovL3d3dy5lbGRlYmF0ZS5jb20vZXNwYW5hLzIwMjIxMjE5L2p1ZXotcGVkcmF6LWFyY2hpdmEtaW52ZXN0aWdhY2lvbi1kb25hY2lvbmVzLWlycmVndWxhcmVzLWZhdm9yLWNhamEtYi1wcF84MDc3Ny5odG1sP3V0bV9zb3VyY2U9bmV3c3Nob3djYXNlJnV0bV9tZWRpdW09Z25ld3MmdXRtX2NhbXBhaWduPUNEQXFFQWdBS2djSUNqQy1rcXNMTUx1ZHd3TXc2NFNNQVEmdXRtX2NvbnRlbnQ9cnVuZG93btIBAA?hl=es&gl=ES&ceid=ES%3Aes,0
"lunes, 19 de diciembre de 2022",Hace 7 horas,News Showcase --- Tribunal Constitucional,El Debate,Podemos pide a la justicia de Europa que intervenga,https://news.google.com/articles/CBMi4AFodHRwczovL3d3dy5lbGRlYmF0ZS5jb20vZXNwYW5hLzIwMjIxMjE5L3BvZGVtb3MtcGlkZS1qdXN0aWNpYS11ZS1pbnRlcnZlbmdhLWFudGUtZmFsdGEtaW1wYXJjaWFsaWRhZC10Y184MDc1NC5odG1sP3V0bV9zb3VyY2U9bmV3c3Nob3djYXNlJnV0bV9tZWRpdW09Z25ld3MmdXRtX2NhbXBhaWduPUNEQXFFQWdBS2djSUNqQy1rcXNMTUx1ZHd3TXc2NFNNQVEmdXRtX2NvbnRlbnQ9cnVuZG93btIBAA?hl=es&gl=ES&ceid=ES%3Aes,0
"lunes, 19 de diciembre de 2022",Hace 14 horas,News Showcase --- un colmillo en la pierna,Tribuna Salamanca,Herida en Béjar una mujer tras sufrir el ataque de un jabalí ,https://news.google.com/articles/CBMi_wFodHRwczovL3d3dy50cmlidW5hc2FsYW1hbmNhLmNvbS9ub3RpY2lhcy8zMTQ5MTcvaGVyaWRhLWVuLWJlamFyLXVuYS1tdWplci10cmFzLXN1ZnJpci1lbC1hdGFxdWUtZGUtdW4tamFiYWxpLXF1ZS1sZS1jbGF2by11bi1jb2xtaWxsby1lbi11bmEtcGllcm5hP3V0bV9zb3VyY2U9bmV3c3Nob3djYXNlJnV0bV9tZWRpdW09Z25ld3MmdXRtX2NhbXBhaWduPUNEQXFFQWdBS2djSUNqQ29oTDhMTUxXZjFnTXc1cVJfJnV0bV9jb250ZW50PXJ1bmRvd27SAQA?hl=es&gl=ES&ceid=ES%3Aes,0
"lunes, 19 de diciembre de 2022",Hace 14 horas,News Showcase --- Guijuelo-Villarreal,Tribuna Salamanca,"Piojo, el salmantino con historia en Copa del Rey",https://news.google.com/articles/CBMimQFodHRwczovL3d3dy50cmlidW5hc2FsYW1hbmNhLmNvbS9ub3RpY2lhcy8zMTQ5MTkvcGlvam8tZWwtc2FsbWFudGluby1jb24taGlzdG9yaWEtZW4tY29wYS1kZWwtcmV5LW1pcy1tZWpvcmVzLXJlY3VlcmRvcy1jYW1iaWFyaWFuLWFsLWdhbmFyLWFsLXZpbGxhcnJlYWzSAZkBaHR0cHM6Ly9hbXAudHJpYnVuYXNhbGFtYW5jYS5jb20vbm90aWNpYXMvMzE0OTE5L3Bpb2pvLWVsLXNhbG1hbnRpbm8tY29uLWhpc3RvcmlhLWVuLWNvcGEtZGVsLXJleS1taXMtbWVqb3Jlcy1yZWN1ZXJkb3MtY2FtYmlhcmlhbi1hbC1nYW5hci1hbC12aWxsYXJyZWFs?hl=es&gl=ES&ceid=ES%3Aes,0
"lunes, 19 de diciembre de 2022",Hace 14 horas,News Showcase --- Salamanca,Tribuna Salamanca,Indignación entre los empresarios por la venta de Adventia,https://news.google.com/articles/CBMijQJodHRwczovL3d3dy50cmlidW5hc2FsYW1hbmNhLmNvbS9ub3RpY2lhcy8zMTQ5MTYvaW5kaWduYWNpb24tZW50cmUtbG9zLWVtcHJlc2FyaW9zLWRlLXNhbGFtYW5jYS1wb3ItbGEtb3NjdXJhLW9wZXJhY2lvbi1kZS12ZW50YS1kZS1sYS1lc2N1ZWxhLWRlLXBpbG90b3MtYWR2ZW50aWE_dXRtX3NvdXJjZT1uZXdzc2hvd2Nhc2UmdXRtX21lZGl1bT1nbmV3cyZ1dG1fY2FtcGFpZ249Q0RBcUVBZ0FLZ2NJQ2pDb2hMOExNTFdmMWdNdzVxUl8mdXRtX2NvbnRlbnQ9cnVuZG93btIBAA?hl=es&gl=ES&ceid=ES%3Aes,0
"lunes, 19 de diciembre de 2022",Hace 13 horas,News Showcase --- Represión,INVERTIA,"Taraneh Alidoosti, la gran estrella de cine de Irán, encerrada",https://news.google.com/articles/CBMitwNodHRwczovL3d3dy5lbGVzcGFub2wuY29tL211bmRvLzIwMjIxMjE5L3RhcmFuZWgtYWxpZG9vc3RpLWVzdHJlbGxhLWlyYW4tZW5jZXJyYWRhLXRvcnR1cmFzLXNpbi83MjY5MjczODJfMC5odG1sP3V0bV9zb3VyY2U9bmV3c3Nob3djYXNlJnV0bV9tZWRpdW09Z25ld3MmdXRtX2NhbXBhaWduPUNEQXFFQWdBS2djSUNqRDR5YklMTUlYbHlRTXd6X1NMQVEmdXRtX2NvbnRlbnQ9cnVuZG93biZnYWFfYXQ9bGEmZ2FhX249QWVVdFRmS0ZQVnlEdFpmeDBrc1NCYlhOY0k5WTFlZzBGU1l6dkM1Y3k1LWF6Sl9mRDZNWVpvQmxaS1Z6LU5OSW9UUy1lbmxhZUxiT0hRJTNEJTNEJmdhYV90cz02M2EwZWEzYiZnYWFfc2lnPU5Jb1gzWVM4bUJjTnY0RmFWbjVqLUJqT1Vra2pYNXJQczQ5WmJtd3JyUGhRSFpCbF9FOWlqeVRoLURoWFNJT2E1a1VfUU5aT0RsTkxNZ3JqeEstTk1RJTNEJTNE0gEA?hl=es&gl=ES&ceid=ES%3Aes,0
"lunes, 19 de diciembre de 2022",Hace 13 horas,News Showcase --- Política,INVERTIA,El PP no fía el triunfo de Feijóo a la economía por los datos,https://news.google.com/articles/CBMivwNodHRwczovL3d3dy5lbGVzcGFub2wuY29tL2VzcGFuYS9wb2xpdGljYS8yMDIyMTIxOS9wcC1uby10cml1bmZvLWZlaWpvby1lY29ub21pYS1pbmRpY2Fkb3Jlcy12YXRpY2luYW1vcy83MjM5Mjc3MDVfMC5odG1sP3V0bV9zb3VyY2U9bmV3c3Nob3djYXNlJnV0bV9tZWRpdW09Z25ld3MmdXRtX2NhbXBhaWduPUNEQXFFQWdBS2djSUNqRDR5YklMTUlYbHlRTXd6X1NMQVEmdXRtX2NvbnRlbnQ9cnVuZG93biZnYWFfYXQ9ZyZnYWFfbj1BZVV0VGZKOEw2VmpSdWF6ZVhVZTNGVEN6c0xlUGdzZ2xka2FyTEpQZnBwbEYwd2ZwcFhHNlBRMUdXQWpKdHptUkVuOUQ2NUVoWGNzSEElM0QlM0QmZ2FhX3RzPTYzYTBlYTNiJmdhYV9zaWc9cmdLWG1XUkJHOGs3TmZHSlZaNFlrdE9xQ2w0LTQyc1J2eUw3dGFwZ1hRaF83RG4zWUJubS1mYkRQd3dKZEgxTHZCcms0Rk1YR0ZXZFE1M0NSMVJzaWclM0QlM0TSAQA?hl=es&gl=ES&ceid=ES%3Aes,0
"lunes, 19 de diciembre de 2022",Hace 13 horas,News Showcase --- Sucesos,INVERTIA,"Ferrolterra, la comarca maldita de los crímenes sin resolver: 5",https://news.google.com/articles/CBMiwwNodHRwczovL3d3dy5lbGVzcGFub2wuY29tL3JlcG9ydGFqZXMvMjAyMjEyMTkvZmVycm9sdGVycmEtY29tYXJjYS1jcmltZW5lcy1zaW4tcmVzb2x2ZXItYXNlc2luYXRvcy1jdWxwYWJsZXMvNzI2NDI3NzE2XzAuaHRtbD91dG1fc291cmNlPW5ld3NzaG93Y2FzZSZ1dG1fbWVkaXVtPWduZXdzJnV0bV9jYW1wYWlnbj1DREFxRUFnQUtnY0lDakQ0eWJJTE1JWGx5UU13el9TTEFRJnV0bV9jb250ZW50PXJ1bmRvd24mZ2FhX2F0PWcmZ2FhX249QWVVdFRmTDBZOWtPT2doS1EyYzQwYmQwUXcxVDdsVzlaRzAyVmRGNk1pQ2pDbTVQZk5qOWFCQ2FwVE02RkQxSGd5LUNXYk5jLS16T29nJTNEJTNEJmdhYV90cz02M2EwZWEzYiZnYWFfc2lnPTZ2eVFfbkhNeUVjWDFVQ05VSFIxYkhYNVlWVVJaeDJJcUZEWHMzUUpFWXlHekV5bGZiTXNMY2ZVNzRuV296QlFEcndDeEY4UXlUOUZhNThwcjBRY2tnJTNEJTNE0gEA?hl=es&gl=ES&ceid=ES%3Aes,0
"lunes, 19 de diciembre de 2022",Hace 13 horas,News Showcase --- REFORMA DEL GOBIERNO,laSexta,Podemos pide a Europea que intervenga sobre el pleno del TC,https://news.google.com/articles/CBMipwJodHRwczovL3d3dy5sYXNleHRhLmNvbS9ub3RpY2lhcy9uYWNpb25hbC91bmlkYXMtcG9kZW1vcy1waWRlLWp1c3RpY2lhLWV1cm9wZWEtcXVlLWludGVydmVuZ2EtcGxlbm8tY29uc3RpdHVjaW9uYWxfMjAyMjEyMTk2M2EwMTBmNmZlMzIyOTAwMDFjZDM1MWMuaHRtbD91dG1fc291cmNlPW5ld3NzaG93Y2FzZSZ1dG1fbWVkaXVtPWduZXdzJnV0bV9jYW1wYWlnbj1DREFxS2dnQUloQmV2Qy1ETld5WUdyR3o2ZXZNMWpJTUtoUUlDaUlRWHJ3dmd6VnNtQnF4cy1ucnpOWXlERENXLUlzQiZ1dG1fY29udGVudD1ydW5kb3du0gEA?hl=es&gl=ES&ceid=ES%3Aes,0
"lunes, 19 de diciembre de 2022",Hace 13 horas,News Showcase --- Guerra Ucrania,laSexta,Nuevos ataques rusos en Kiev tras restablecerse la calefacción,https://news.google.com/articles/CBMixAJodHRwczovL3d3dy5sYXNleHRhLmNvbS9ub3RpY2lhcy9pbnRlcm5hY2lvbmFsL2d1ZXJyYS11Y3JhbmlhLXJ1c2lhLWRpcmVjdG8ta2lldi1hZmlybWEtcXVlLWRlc3RydWlkby12YXJpb3MtZGVwb3NpdG9zLW11bmljaW9uZXMtZWplcmNpdG8tcnVzb18yMDIyMTIxOTYzOWZmNWFmZmUzMjI5MDAwMWNkMWMwZS5odG1sP3V0bV9zb3VyY2U9bmV3c3Nob3djYXNlJnV0bV9tZWRpdW09Z25ld3MmdXRtX2NhbXBhaWduPUNEQXFLZ2dBSWhCZXZDLUROV3lZR3JHejZldk0xaklNS2hRSUNpSVFYcnd2Z3pWc21CcXhzLW5yek5ZeUREQ1ctSXNCJnV0bV9jb250ZW50PXJ1bmRvd27SAQA?hl=es&gl=ES&ceid=ES%3Aes,0
"lunes, 19 de diciembre de 2022",Hace 13 horas,News Showcase --- SALVADOS,laSexta,"Mai Meneses: ""Bebía y fumaba porros aunque me sentaran mal""",https://news.google.com/articles/CBMizQJodHRwczovL3d3dy5sYXNleHRhLmNvbS9wcm9ncmFtYXMvc2FsdmFkb3MvZHVyby10ZXN0aW1vbmlvLW1haS1tZW5lc2VzLWNhbnRhbnRlLW5lbmEtZGFjb250ZS1iZWJpYS1mdW1hYmEtcG9ycm9zLWF1bnF1ZS1zZW50YXJhbi1tYWwtZGVwcmVzaW9uLXBzaWNvdGljYV8yMDIyMTIxODYzOWY4NGJiNjgxYzUyMDAwMWMwOTBiMi5odG1sP3V0bV9zb3VyY2U9bmV3c3Nob3djYXNlJnV0bV9tZWRpdW09Z25ld3MmdXRtX2NhbXBhaWduPUNEQXFLZ2dBSWhCZXZDLUROV3lZR3JHejZldk0xaklNS2hRSUNpSVFYcnd2Z3pWc21CcXhzLW5yek5ZeUREQ1ctSXNCJnV0bV9jb250ZW50PXJ1bmRvd27SAQA?hl=es&gl=ES&ceid=ES%3Aes,0
"lunes, 19 de diciembre de 2022",Hace 12 horas,News Showcase --- EL CHOQUE INSTITUCIONAL,La Vanguardia,Los conservadores del TC tratarán de parar el debate en el Senado,https://news.google.com/articles/CBMihAJodHRwczovL3d3dy5sYXZhbmd1YXJkaWEuY29tL3BvbGl0aWNhLzIwMjIxMjE5Lzg2NDk5OTEvY29uc2VydmFkb3Jlcy10cmlidW5hbC1jb25zdGl0dWNpb25hbC1wYXJhci1kZWJhdGUtc2VuYWRvLmh0bWw_dXRtX3NvdXJjZT1uZXdzc2hvd2Nhc2UmdXRtX21lZGl1bT1nbmV3cyZ1dG1fY2FtcGFpZ249Q0RBcUtnZ0FJaENYM2lHalRMWEpoelh3MFVmeEhfOVFLaFFJQ2lJUWw5NGhvMHkxeVljMThORkg4Ul9fVURENC1vc0ImdXRtX2NvbnRlbnQ9cnVuZG93btIBAA?hl=es&gl=ES&ceid=ES%3Aes,0
"lunes, 19 de diciembre de 2022",Hace 12 horas,News Showcase --- Mundial,La Vanguardia,Argentina gana el Mundial: Messi que estás en los cielos,https://news.google.com/articles/CBMikQJodHRwczovL3d3dy5sYXZhbmd1YXJkaWEuY29tL2RlcG9ydGVzL2Z1dGJvbC9tdW5kaWFsLXFhdGFyLTIwMjIvMjAyMjEyMTgvODY0OTgzMC9hcmdlbnRpbmEtZnJhbmNpYS1maW5hbC1tZXNzaS1tYmFwcGUtcmVzdW1lbi5odG1sP3V0bV9zb3VyY2U9bmV3c3Nob3djYXNlJnV0bV9tZWRpdW09Z25ld3MmdXRtX2NhbXBhaWduPUNEQXFLZ2dBSWhDWDNpR2pUTFhKaHpYdzBVZnhIXzlRS2hRSUNpSVFsOTRobzB5MXlZYzE4TkZIOFJfX1VERDQtb3NCJnV0bV9jb250ZW50PXJ1bmRvd27SAQA?hl=es&gl=ES&ceid=ES%3Aes,0
"lunes, 19 de diciembre de 2022",Hace 12 horas,News Showcase --- CRISIS EN EL MAGREB,La Vanguardia,Jordania intercede para que se reabra el gasoducto Magreb-Europa,https://news.google.com/articles/CBMigQJodHRwczovL3d3dy5sYXZhbmd1YXJkaWEuY29tL2ludGVybmFjaW9uYWwvMjAyMjEyMTkvODY0Nzg1NS9hcmdlbGlhLWludGVyY2VkZS1yZWFicmlyLWdhc29kdWN0by1tYWdyZWItZXVyb3BhLmh0bWw_dXRtX3NvdXJjZT1uZXdzc2hvd2Nhc2UmdXRtX21lZGl1bT1nbmV3cyZ1dG1fY2FtcGFpZ249Q0RBcUtnZ0FJaENYM2lHalRMWEpoelh3MFVmeEhfOVFLaFFJQ2lJUWw5NGhvMHkxeVljMThORkg4Ul9fVURENC1vc0ImdXRtX2NvbnRlbnQ9cnVuZG93btIBAA?hl=es&gl=ES&ceid=ES%3Aes,0
"lunes, 19 de diciembre de 2022",Hace 1 hora,News Showcase --- Lehendakari,El Diario Vasco,Asegura que Onkologikoa «debe estar dentro de OSI Donostialdea»,https://news.google.com/articles/CBMi6ANodHRwczovL3d3dy5kaWFyaW92YXNjby5jb20vc29jaWVkYWQvc2FsdWQvdXJrdWxsdS1hdXRvY3JpdGljYS1zb2JyZS1jcmlzaXMtb3Nha2lkZXR6YS1mYWx0YS1jb211bmljYWNpb24tMjAyMjEyMTkwOTQ5NTEtbnQuaHRtbD91dG1fc291cmNlPW5ld3NzaG93Y2FzZSZ1dG1fbWVkaXVtPWduZXdzJnV0bV9jYW1wYWlnbj1DREFxS2dnQUloQlNxWU9jaHVjdVUwOHBXRTdqaEhPX0toUUlDaUlRVXFtRG5JYm5MbE5QS1ZoTzQ0Unp2ekNROUdzJnV0bV9jb250ZW50PXJ1bmRvd24mZ2FhX2F0PWxhJmdhYV9uPUFlVXRUZktNOTA4d1F1cS13d1ZoeEdUSWlfdUVMel9yZ1A4R0xrejRTQVdJVV9PeURTcm5xWnE4ay1XVzBGck1tWmozc1dJTERqV2VDUSUzRCUzRCZnYWFfdHM9NjNhMGVhM2ImZ2FhX3NpZz1LUU5udmxSeE81SkU0UGFPeDE0TmVUck45cy1FRHVlV3JGMFZFU19aQ1NtZ2Vna2QyVDhXdlpMRU9FUk1RRFdtOGRkVnRfRi1RWjBLVEJhSDlUWVBhdyUzRCUzRNIBAA?hl=es&gl=ES&ceid=ES%3Aes,0
"lunes, 19 de diciembre de 2022",Hace 1 hora,News Showcase --- La Gipuzkoa envejecida,El Diario Vasco,Mismas muertes en 6 meses que en un año completo en los 80,https://news.google.com/articles/CBMi1QNodHRwczovL3d3dy5kaWFyaW92YXNjby5jb20vZ2lwdXprb2EvZ2lwdXprb2EtZW52ZWplY2lkYS1tdWVydGVzLW1lZGlvLWFuby1tYXMtb2NoZW50YXMtMjAyMjEyMTkxMjUyMzYtbnQuaHRtbD91dG1fc291cmNlPW5ld3NzaG93Y2FzZSZ1dG1fbWVkaXVtPWduZXdzJnV0bV9jYW1wYWlnbj1DREFxS2dnQUloQlNxWU9jaHVjdVUwOHBXRTdqaEhPX0toUUlDaUlRVXFtRG5JYm5MbE5QS1ZoTzQ0Unp2ekNROUdzJnV0bV9jb250ZW50PXJ1bmRvd24mZ2FhX2F0PWcmZ2FhX249QWVVdFRmTHhyT245Z2ppcWdxWVItbjJ6cVZpbVJxT0g0SUpqaENqZTFoVXFVamRUdjZHTU4yN2ExQ1dyM3RUc3ZadDBlOG5vd1dwUi1RJTNEJTNEJmdhYV90cz02M2EwZWEzYiZnYWFfc2lnPWJiMldxZmdZNXRZWmVyRVFac04zMDU3MjYwOE1nM2VkSkw5bjhpZEd3UDU3R3R6bktPT2tfNEl6dDdabmtkLW9FYnloTFJPU2pxT0U2U0EwMmFtX0x3JTNEJTNE0gEA?hl=es&gl=ES&ceid=ES%3Aes,0
"lunes, 19 de diciembre de 2022",Hace 1 hora,News Showcase --- Ante la Audiencia Nacional ,El Diario Vasco,Eceiza reconoce haber participado en el asesinato de Priede,https://news.google.com/articles/CBMi1gNodHRwczovL3d3dy5kaWFyaW92YXNjby5jb20vcG9saXRpY2EvZWNlaXphLXJlY29ub2NlLWF1ZGllbmNpYS1uYWNpb25hbC1hc2VzaW5hdG8tcHJpZWRlLTIwMjIxMjE5MTUzMTQ5LW50Lmh0bWw_dXRtX3NvdXJjZT1uZXdzc2hvd2Nhc2UmdXRtX21lZGl1bT1nbmV3cyZ1dG1fY2FtcGFpZ249Q0RBcUtnZ0FJaEJTcVlPY2h1Y3VVMDhwV0U3amhIT19LaFFJQ2lJUVVxbURuSWJuTGxOUEtWaE80NFJ6dnpDUTlHcyZ1dG1fY29udGVudD1ydW5kb3duJmdhYV9hdD1nJmdhYV9uPUFlVXRUZkpIbXFFakNuNzNWcVdmS1BjcDk4Vm1nTjQ5Q05rWlpvbjhMWXpQQ3BRemVQeTEwMXcwcWxMbXJsVDlxSnU5dk1qNEZqSG1SUSUzRCUzRCZnYWFfdHM9NjNhMGVhM2ImZ2FhX3NpZz03cUFIM0ZsbFd6MFExZXc4M0tWTVVkXzF5dlZHVDVuM3ZJZ3pKbmdmMTV3aURDX2czRVI0cWI0UFN5aFh5a0xUbzVibDN0Y1NDQzlvc0lsekl1N0lJUSUzRCUzRNIBAA?hl=es&gl=ES&ceid=ES%3Aes,0
"lunes, 19 de diciembre de 2022",Hace 11 horas,News Showcase --- Mundial QATAR 2022,Diario de Cádiz,La celebración de los argentinos en Cádiz tras ganar el Mundial,https://news.google.com/articles/CBMi9gFodHRwczovL3d3dy5kaWFyaW9kZWNhZGl6LmVzL2NhZGl6L2NlbGVicmFjaW9uLWFyZ2VudGlub3MtY2FkaXotY2VsZWJyYW4tTXVuZGlhbC12aWRlb18wXzE3NDg4MjU5NzkuaHRtbD91dG1fc291cmNlPW5ld3NzaG93Y2FzZSZ1dG1fbWVkaXVtPWduZXdzJnV0bV9jYW1wYWlnbj1DREFxS2dnQUloQk9tYkVjaENNcUg1YThxZVBiNXV4aUtoUUlDaUlRVHBteEhJUWpLaC1XdktuajItYnNZakM5bEVvJnV0bV9jb250ZW50PXJ1bmRvd27SAQA?hl=es&gl=ES&ceid=ES%3Aes,0
"lunes, 19 de diciembre de 2022",Hace 11 horas,News Showcase --- Reportaje,Diario de Cádiz,Otra forma de ver la vida,https://news.google.com/articles/CBMi0QFodHRwczovL3d3dy5kaWFyaW9kZWNhZGl6LmVzL2NhZGl6L2Zvcm1hLXZlci12aWRhXzBfMTc0ODIyNzIwNC5odG1sP3V0bV9zb3VyY2U9bmV3c3Nob3djYXNlJnV0bV9tZWRpdW09Z25ld3MmdXRtX2NhbXBhaWduPUNEQXFLZ2dBSWhCT21iRWNoQ01xSDVhOHFlUGI1dXhpS2hRSUNpSVFUcG14SElRaktoLVd2S25qMi1ic1lqQzlsRW8mdXRtX2NvbnRlbnQ9cnVuZG93btIBAA?hl=es&gl=ES&ceid=ES%3Aes,0
"lunes, 19 de diciembre de 2022",Hace 11 horas,News Showcase --- Turismo,Diario de Cádiz,Viaja estas navidades por los Castillos con más encanto en Cádiz,https://news.google.com/articles/CBMi-wFodHRwczovL3d3dy5kaWFyaW9kZWNhZGl6LmVzL2NhZGl6Zm9ybmlhL1ZpYWphLXBhc2Fkby1DYXN0aWxsb3MtZW5jYW50by1DYWRpei1uYXZpZGFkLXJ1dGFzXzNfMTc0ODI1NTE2MS5odG1sP3V0bV9zb3VyY2U9bmV3c3Nob3djYXNlJnV0bV9tZWRpdW09Z25ld3MmdXRtX2NhbXBhaWduPUNEQXFLZ2dBSWhCT21iRWNoQ01xSDVhOHFlUGI1dXhpS2hRSUNpSVFUcG14SElRaktoLVd2S25qMi1ic1lqQzlsRW8mdXRtX2NvbnRlbnQ9cnVuZG93btIBAA?hl=es&gl=ES&ceid=ES%3Aes,0
"lunes, 19 de diciembre de 2022",Hace 40 minutos,News Showcase --- Elche,INFORMACIÓN,El Gobierno anuncia que el tren Avant Alicante-Murcia será gr...,https://news.google.com/articles/CBMi4QFodHRwczovL3d3dy5pbmZvcm1hY2lvbi5lcy9lbGNoZS8yMDIyLzEyLzE5L2dvYmllcm5vLWFudW5jaWEtdHJlbi1hdmFudC1hbGljYW50ZS04MDE5NDMwMy5odG1sP3V0bV9zb3VyY2U9bmV3c3Nob3djYXNlJnV0bV9tZWRpdW09Z25ld3MmdXRtX2NhbXBhaWduPUNEQVFrNTdWLUk2dnE4NmhBUmkyckx1TzNLbXYwSzBCS2hBSUFDb0hDQW93dXRhZEN6REw0TFVEJnV0bV9jb250ZW50PXJ1bmRvd27SAQA?hl=es&gl=ES&ceid=ES%3Aes,0
"lunes, 19 de diciembre de 2022",Hace 40 minutos,News Showcase --- Cultura,INFORMACIÓN,"Presentación del libro ""El Oficio de Casandra"" de Manuel Alcaraz",https://news.google.com/articles/CBMi7wFodHRwczovL3d3dy5pbmZvcm1hY2lvbi5lcy92aWRlb3MvY3VsdHVyYS8yMDIyLzEyLzE5L3ByZXNlbnRhY2lvbi1saWJyby1vZmljaW8tY2FzYW5kcmEtbWFudWVsLTgwMTkyNzA5Lmh0bWw_dXRtX3NvdXJjZT1uZXdzc2hvd2Nhc2UmdXRtX21lZGl1bT1nbmV3cyZ1dG1fY2FtcGFpZ249Q0RBUWs1N1YtSTZ2cTg2aEFSaTJyTHVPM0ttdjBLMEJLaEFJQUNvSENBb3d1dGFkQ3pETDRMVUQmdXRtX2NvbnRlbnQ9cnVuZG93btIBAA?hl=es&gl=ES&ceid=ES%3Aes,0
"lunes, 19 de diciembre de 2022",Hace 40 minutos,News Showcase --- Elda,INFORMACIÓN,Encuentran en Xàtiva a un menor autista desaparecido en Villena,https://news.google.com/articles/CBMi4wFodHRwczovL3d3dy5pbmZvcm1hY2lvbi5lcy9lbGRhLzIwMjIvMTIvMTkvZW5jdWVudHJhbi14YXRpdmEtbWVub3ItYXV0aXN0YS1wZXJkaWRvLTgwMTg5NjkyLmh0bWw_dXRtX3NvdXJjZT1uZXdzc2hvd2Nhc2UmdXRtX21lZGl1bT1nbmV3cyZ1dG1fY2FtcGFpZ249Q0RBUWs1N1YtSTZ2cTg2aEFSaTJyTHVPM0ttdjBLMEJLaEFJQUNvSENBb3d1dGFkQ3pETDRMVUQmdXRtX2NvbnRlbnQ9cnVuZG93btIBAA?hl=es&gl=ES&ceid=ES%3Aes,0
"lunes, 19 de diciembre de 2022",Hace 41 minutos,News Showcase --- Urbanismo,La Tribuna de Toledo,"El macro hotel de la calle la Plata, listo para su aprobación",https://news.google.com/articles/CBMilAJodHRwczovL3d3dy5sYXRyaWJ1bmFkZXRvbGVkby5lcy9ub3RpY2lhL1oxRENBRDA0Qy1BNkY4LTMwRTAtRDIzN0I4NzAyMEM3QjMyNC8yMDIyMTIvZWwtbWFjcm8taG90ZWwtZGUtbGEtY2FsbGUtbGEtcGxhdGEtbGlzdG8tcGFyYS1zdS1hcHJvYmFjaW9uP3V0bV9zb3VyY2U9bmV3c3Nob3djYXNlJnV0bV9tZWRpdW09Z25ld3MmdXRtX2NhbXBhaWduPUNEQVFtSURSdkttSHY5NlVBUmkyeDZ2SjhOX212YkVCS2hBSUFDb0hDQW93dTZXMkN6REl3TTBEJnV0bV9jb250ZW50PXJ1bmRvd27SAQA?hl=es&gl=ES&ceid=ES%3Aes,0
